Timestamp,Description,Interst/Alarm,Confusion/Understanding,Frusteration/Relief,Sorrow/Joy,Anger/Gratitude,Fear/Hope,Boredom/Surprise,Disgust/Desire
1634664742.7855487,"moves head up and starts moving forward while bringing up arm, making a noise that seems designed to get someone's attention, almost like ""Hey, champ""",2,3,3,3,3,5,3,4
1634664905.9491842,"moved forward and put arm down and looked down, then looked up",2,3,3,3,3,3,3,3
1634665013.948109,"eyes got really big, head and arm moved up and mode noise like ""oh"" as if it understood something

then moved head and arm down, making noise like ""boy""",4,4,2,2,3,3,5,2
1634665180.5743608,"looked down and moved arm above head while moving forward, making inquisitive noise like ""huh?"" then moved arm back down",2,2,3,3,3,3,3,3
1634665259.6063585,moved arm and head up simultaneously ,2,2,3,3,3,4,3,3
1634665338.806627,"moves forward slightly and eyes narrow a bit, makes noise that sounds like ""bleh"" as if something were gross",4,3,2,3,3,3,3,1
1634665449.6559663,"turns slightly to the left, looking down",1,2,3,2,3,3,3,3
1634665532.6906867,"looks up, looks back down, then moves forward bringing up arm and making a noise that sounds like ""hello?""",2,2,3,3,3,3,4,3
1634754084.6608195,very little expression but was waving,2,2,3,4,3,3,4,3
1634754207.353481,Looked like it wanted to get a better loo at me and showed more interest,1,4,3,3,3,4,4,4
1634754302.2899096,Little expression but again looked like it was waving,2,2,3,3,3,4,3,3
1634754487.670467,very little expression and showed little interest,3,2,3,2,3,3,1,3
1634754587.0540664,Moved and looked like it was searching for something,2,1,2,3,2,1,2,3
1634754587.0540664,Moved and looked like it was searching for something,2,1,2,3,2,1,2,3
1634754668.6211534,Again wanted to get a better look at me and showed interest,1,2,3,4,4,4,3,4
1634754743.776176,Looked very happy and suprised,1,4,4,5,5,4,5,5
1634754815.151819,wanted to find something but was not worried,2,2,3,4,3,4,3,3
1634754900.3034382,No expression or interest in the interaction,3,2,2,3,3,3,1,3
1634754966.663967,happy to see me and wanted to say hello,1,5,5,5,5,4,5,5
1634755033.096312,no interaction just looked around,2,2,1,2,3,3,2,3
1634755107.1544752,Robot wanted to find something or pick something up but couldn't,3,2,1,2,2,3,2,3
1634755198.9049716,little interaction just looked up and down,2,4,3,3,3,2,2,3
1634755296.8353794,wanted to pick something up or give me a high-five,2,4,3,4,3,4,3,3
1634755296.8353794,wanted to pick something up or give me a high-five,2,4,3,4,3,4,3,3
1634755382.4115267,wanted to show me something,1,4,3,4,5,5,4,4
1634755455.0903056,moved over to the computer and was trying to figure out what it was,1,2,3,3,3,2,4,3
1634755529.8362396,looked up to me to say hello,2,4,4,4,4,4,3,4
1634755579.5084207,looked for something but was mad when it couldn't find it,2,1,1,2,1,2,3,3
1634755650.4528565,slowly wanted to investigate what I am,4,1,2,3,3,2,4,3
1634755757.6690612,little to no interaction and showed little interest,3,2,3,3,3,2,1,2
1635186530.192599,"The robot moved forward and said ""Hello."" Then it started turning and saying ""ah.""",1,1,3,3,3,3,4,3
1635186740.8909714,"The robot raised its arms up and moved forward saying ""ocean.""",5,2,3,3,3,3,5,3
1635186842.6616993,The robot raised its arms up.,3,3,3,3,3,3,3,3
1635186894.8685377,"The robot slightly moved its arms up and said ""eh."" Then it lowered its arms and starting turning saying ""ah ah.""",1,1,3,3,3,3,5,1
1635187003.6374369,The robot closed its eyes and slowly raised its arms.,3,1,3,1,3,1,3,3
1635187057.9259863,"The robot moved forward while turning and said ""oh eh."" When it was facing away from me, it turned towards me and said ""a sham.""",1,1,5,4,3,3,3,3
1635187193.6552165,"The robot said ""eh."" ",1,1,2,3,2,3,3,1
1635187245.0877814,The robot tilted its head up and squinted.,1,2,3,3,3,3,4,1
1635187296.7122886,The robot tilted its head all the way up and moved slightly forward.,5,2,3,3,3,1,3,5
1635187352.481105,"The robot turned towards me, lowered its head, and raised its arms.",1,3,3,3,3,3,3,5
1635187420.2655404,"The robot turned, lowered its arms, and said ""poo.""",4,2,3,3,3,3,3,1
1635187499.3702881,"The robot moved forward, tilted its head up, and slightly raised its arms.",1,2,3,3,3,4,3,5
1635187570.2911282,The robot lowered its head and squinted its eyes.,3,3,1,3,1,3,3,1
1635187634.501945,"The robot raised both its head and arms then said ""op.""",1,3,3,3,3,3,3,5
1635187698.1558442,"The robot lowered its head while it moved forward saying ""oh eh."" Then it turned saying ""ah"" with its arms up.",1,2,2,3,3,3,2,4
1635187826.9494817,"The robot moved and turned, raising its arms, and said ""true.""",2,5,4,3,3,3,3,3
1635187887.8556569,"The robot raised its head and arms up and said ""op."" Then lowered them down.",1,2,3,3,3,3,3,5
1635187967.6070728,The robot squinted one of its eyes.,1,1,3,3,3,3,4,3
1635188161.929,"The robot turned its head up and said ""oh."" ",1,5,3,3,3,3,4,3
1635188251.8973625,"The robot slightly raised its arms and said ""ooh"" while moving forward.",1,5,3,3,3,3,3,5
1635188320.9061174,"The robot raised its head while turning and saying ""eh."" Then it stopped to say ""true"" and raise its arms, then lowering it and saying ""eh.""",5,1,2,3,3,3,5,3
1635188479.9481966,"The robot slightly raised its arms and said ""ah.""",1,2,3,3,3,3,3,2
1635188569.0176961,The robot raised is head and turned away from me.,5,2,3,3,3,1,3,3
1635201112.9567273,It moved the head up and looked at me.,1,4,4,4,5,5,4,5
1635201290.369228,It moved towards me and said hi.,1,5,5,5,5,5,5,5
1635201490.1345718,The robot said something.,1,4,5,4,4,4,4,4
1635201552.8111265,The robot moved towards me and said something.,3,2,3,3,3,3,3,3
1635201617.5091572,The robot moved the head and said something.,3,3,2,2,3,2,2,2
1635201733.300816,The robot said something.,5,1,1,1,1,1,1,1
1635201910.8186932,The robot turned away from me saying something.,3,3,3,2,2,2,2,2
1635201982.7492018,The robot said something.,3,3,4,3,4,4,4,4
1635202092.8700051,The robot moved its head down and seemed sad.,5,1,1,1,1,1,1,1
1635202199.5060222,The robot said something moving towards me.,2,3,3,3,3,3,3,3
1635202279.3806012,The robot moved head down showing sorrow.,3,3,1,1,1,1,1,1
1635202341.021557,The robot moved towards me and  raised its head.,1,4,4,4,4,5,5,4
1635202587.6434162,The robot said something and moved its head upwards.,1,4,5,5,5,5,5,5
1635202655.7504098,The robot showed no reaction at all.,3,3,3,3,3,3,3,3
1635202721.386349,The robot moved around and said something.,5,5,5,5,5,5,5,5
1635202797.1585555,The robot said something and was sad.,5,1,1,1,1,1,1,1
1635202874.9315972,Cozmo said something.,4,1,1,1,1,1,1,1
1635203035.9211433,It showed almost no reaction.,3,3,3,3,3,3,3,3
1635295699.834711,"sound: 1-sec sound, announcing tone

direction: right 90%

face: alert

head: raised with arm

arm: fully raised",1,3,3,3,3,3,3,3
1635296016.3623645,"sound: 1-sec sound, declaring tone

direction: forward

face: alert

head: raised with arm

arm: fully raised",1,4,3,3,2,3,3,3
1635296110.3986964,"no movement or sound, eyes inquisitive",1,1,3,3,3,3,2,3
1635296188.4853625,"no movement or sound, eyes smaller but still inquisitive, robot seems like it suspects or distrusts surroundings",4,2,3,3,2,2,3,3
1635296366.6291788,"sound: 1-sec sound, inquiring tone

direction: right 20 degrees

face: alert, inquiring

head: looking downward

arm: stayed lowered",1,3,3,3,3,4,3,4
1635296508.54971,"sound: 2-sec sound, unhappy/sad; 1sec sound inquiring or looking for comfort

direction: forward

face: sad

head: lowered

arm: fully raised",1,2,2,1,3,4,3,4
1635296644.167289,"

direction: right 90 degrees, then right another 70 degrees

face: inquiring

head: lowered, then raised when arms raised

arm: fully raised, then later lowered",2,3,3,3,3,3,3,3
1635296780.0975666,"direction: right 90%

face: alert, inquiring

head: raised with arm

arm: fully raised",1,1,3,2,3,3,3,3
1635296871.9127316,"sound: 1-sec sound, declaring tone

direction: forward, then right 90 degrees

face: alert

head: raised with arm

arm: lowered",1,2,1,2,3,3,3,3
1635296994.7978532,"arm: slightly raised
eyes: alert, inquiring


no other movement",2,2,3,2,3,3,3,3
1635297082.1099954,"sound: 1-sec sound, assertive inquiring tone

direction: right 15 degrees

face: alert, inquiring

head: lowered

arm: lowered",3,1,2,2,3,3,4,3
1635297168.8176186,"ace: alert, inquiring

head: slightly raised

arm: lowered",1,3,3,3,3,3,4,3
1635297253.3438208,"face: alert, inquiring

head: lowered

arm: lowered",3,3,2,2,3,3,2,3
1635297325.5537403,"sound: 1-sec sound, announcing tone, before moving forward

direction: forward

face: alert, inquiring

head: lowered

arm: raised outward",1,2,2,2,3,3,3,4
1635297430.0795238,"sound: 1-sec sound, inquisitive tone

direction: forward

face: alert, inquiring

arms lowered with head fully raised, then head lowered with arms extended outward",1,2,2,2,3,3,3,5
1635297546.224447,"movement toward observer with arms and head raised, then arms lowered with back towards observer",1,2,1,3,3,3,3,5
1635297691.0093129,"arm: fully raised,head: looking upward",1,3,3,3,3,3,3,5
1635356867.9336712,The robot seems relief and showing interest in something.,2,3,4,3,3,3,3,3
1635357073.5115125,The robot seems to be interested and showing of gratitude. The gesture is like that of a dog walking towards the owner and calmly sitting under the owner's fit.,1,5,5,4,4,3,3,3
1635357269.1868863,The robot shows off some kind of desire as the gesture of a dog if it is willing to play with you. ,1,5,5,5,4,4,3,5
1635357445.3903377,I did not quite get the emotion the robot is trying to show of this time.,3,3,3,3,3,3,3,3
1635357585.4656572,The robot seems relief and showing the desire to play.,1,3,4,4,3,3,3,4
1635357721.1652405,The robot seems to be in fear of something or bored and not ready to interact.,4,3,2,2,2,1,1,3
1635357888.5857265,The robot looks relieved and joyful.,1,3,5,5,3,3,4,3
1635358026.1574352,"The robot shows relief, joy and a strong desire to play or interact. The gesture seems very welcoming.",1,3,5,5,4,3,3,5
1635358190.9462168,The robot seems to be angry or bored and surprised at the same time and showed the gesture of trying to move away.,4,3,2,2,1,3,5,1
1635358406.4962516,I did not actually understand the kind of emotion the robot is trying to show off this time.,3,3,3,3,3,3,3,3
1635358537.3987482,"Surprised and bored at the same time. It showed a similar gesture of trying to move away this time again, but this gesture is quite different from previously.",3,3,2,3,1,2,5,2
1635358709.2014277,I did not really get the emotion the robot showed off the time.,3,3,3,3,3,3,3,3
1635524432.391652,the robot moves its head up,2,4,4,4,4,4,4,5
1635524696.9324784,the robot moved a little bit forward and puts its head down then raised it again,1,3,4,4,4,4,3,3
1635524905.8064144,the robot raised its head up,4,2,3,3,3,2,2,2
1635525015.434701,the robot moved forward stopped and raised its hands. It then moved forward again,1,4,4,4,5,5,4,5
1635525228.1426156,the robot raised its hands and turned right,3,3,2,3,3,3,2,2
1635525376.14978,the robot displayed no behavior,3,3,3,3,3,3,3,3
1635525549.244726,"the robot turned left, moved, raised its hands, stopped and the moved again",4,2,2,2,2,2,2,2
1635525759.8784437,"the robot moved forward, raised its head up and then turned right",4,3,2,2,2,2,2,2
1635525859.1136532,"the robot raised its head up, moved forward and then turn right",4,2,2,2,2,2,2,2
1635525972.147301,"the robot raised its head up, moved forward then raised its hand down and moved right",3,2,2,2,2,2,4,2
1635526123.9255958,the robot raised its hand and turned left,3,3,3,3,3,3,3,3
1635526305.6334558,the robot puts its head down,4,2,2,2,2,2,2,2
1635526387.1223583,"the robot moved right, raised its head and hands up",1,4,4,4,4,5,4,5
1635526516.2184029,"the robot moved forward, raised its hand, turned right and raised it head",3,3,3,3,3,3,3,3
1635526635.4459925,the robot didn't move but used its hand and head,1,4,4,4,4,4,4,4
1635526714.3573322,the robot didn't move but it raised its head up,2,5,4,4,4,4,4,5
1635526805.363273,"the robot moved left, raised its head down and moved further",3,2,3,3,3,4,3,3
1635526939.1754394,"the robot raised its head up, it then raised it up further",4,2,2,2,2,2,2,2
1635533578.074117,"Looked up and said 'Oi' or 'Boi', gently rolled forward.",2,2,3,3,3,4,3,4
1635533647.9711313,"Rolled a bit to the right, raised his little arm and moved it down afterwards. Like he's got a job to do over there or something.",2,5,3,3,3,3,3,3
1635533780.1768234,Rolled forward maybe an inch and a half.,3,3,3,3,3,3,3,4
1635533840.489019,"He looked up, squinted, yawned, then raised his arm and started driving forward/left. Like he just woke up for work.",2,4,4,3,3,3,2,3
1635533938.4944484,"Rolled forward, looked up at something, then rolled forward a little more and looked up more at it. He made a confused 'Ehhhehehhh?' noise.",1,1,3,3,3,3,4,4
1635534016.7881036,"Looked down, drove right in a quarter-circle, then looked down a little more. He's looking for something.",2,2,3,3,3,3,3,3
1635534100.0591,Turned around.,3,3,3,3,3,3,3,3
1635534213.604411,Raised his arm.,3,4,3,3,3,3,3,3
1635534264.477311,Nothing? He did nothing. Not sure if this is an error or not.,3,3,3,3,3,3,3,3
1635534385.6420798,"Looked up. (or down, depending)",2,3,3,3,3,3,3,3
1635534487.7207983,Nothing again?,3,3,3,3,3,3,3,3
1635534533.3220377,"Half turn right, then drive forward/right.",3,4,3,3,3,3,3,3
1635534602.7551217,"Raised his arm, went ""uwu?""",2,3,3,3,3,4,4,5
1635534703.845122,Put his arm back down.,3,3,3,3,3,3,3,3
1635534762.302301,"Moved a little forward, raised his arm, went ""uwu?""",2,3,3,4,3,4,4,5
1635534811.2014039,Raised his arm,3,3,3,3,3,3,3,3
1635534865.4966044,"He gave me the stink eye and turned away, the little twerp! jk I love him.",3,4,1,3,2,3,3,1
1635534978.1493866,"Furrowed his brow, moved right at me and went ""ohhh."" in a very annoyed tone. Like 'Oh, I see how it is.""",3,4,2,3,1,3,3,2
1635535071.8369782,"He looked up, went ""Oh! umm."" and gave me some wide eyes. raised his arm, too.",1,4,3,4,4,4,5,5
1635535175.2313132,"Moved a little to the left and looked up, like he's looking at something.",1,2,3,3,3,3,3,3
1635535243.2515967,Nothing.,3,3,3,3,3,3,3,3
1635535287.57217,"Moved forward-left, and said ""eeeee?"" Then a long pause, and surprised me when he gave me the stink-eye again and said ""Bro."" Like two seperate little emotes.",2,2,2,3,2,3,4,3
1635535442.8495712,"Moved forward-right, paused, then moved a little more forward-right while looking down and raising his arm. Like he was looking for something then found it, then moved to start working on it.",2,2,4,3,4,3,2,3
1635535553.3322744,"Little pause, then moves an inch forward.",2,3,3,3,3,3,3,3
1635535621.0367184,"Moved to the right while saying ""H. M."", or ""Ayyychemm.""",2,5,3,3,3,3,3,4
1635535704.6925564,"He gave me worried eyes, then moved slowly forward-left.",4,3,3,2,3,2,3,3
1635535784.5772076,Nothing.,3,3,3,3,3,3,3,3
1635535828.0954044,"""Eeee?"" with no movement.",2,2,3,3,3,4,3,3
1635535888.6437488,Moved forward-left.,3,4,3,3,3,3,2,3
1635536009.9543686,"Raised arm, turned left and said ""ummm."" very assertively.",4,4,3,3,3,3,3,3
1635536093.9119248,"He said ""oh."" then moved slightly right. Then asked ""oh?""",1,2,2,4,3,4,3,4
1635788303.9973786,"They moved forward a tiny bit, looked up and lifted their crane hands",2,2,3,3,3,3,3,3
1635788485.2959542,"Moved their hand a tiny bit, then rotated to the right and lifted their arms up",3,3,3,3,3,3,2,3
1635788614.6594229,"Starting with their hands a little over their face, they lowered them and then lifted them up as if they were looking for something",3,1,2,3,3,3,2,2
1635788727.3085694,"Said ""Ha"" and ""Woah"" and then moved forward slightly",4,3,3,4,3,3,4,3
1635788809.8960984,"Seemed to have said ""Hi"" and ""Wee"" as it moved clockwise til it was pointed at 8 on this said clock",2,4,3,3,3,3,4,3
1635788942.3204896,"Said ""Ah"" and then slowly moved their right, and then lifted their head towards the ceiling lights",2,4,4,3,3,3,3,3
1635789236.4759374,"Lowered their arms, that's it",3,3,4,3,3,3,3,3
1635789334.7997334,"Said ""Ah"" and then drove towards the laptop to their left",1,4,3,3,3,3,4,3
1635789420.404824,"Said ""Oh"", lowered their head and then turned away from me to their right",3,2,2,1,3,2,3,3
1635789514.661008,"Seemed like it was more interested in something else, lowered arms, Said ""ooh"" and then turned 180 to the left",1,3,3,3,3,3,4,3
1635789627.6247118,"Seemed like they were trying to say something but couldn't, barely moved",3,2,1,1,2,3,3,3
1635789734.1238418,Moved to their right and then moved to their left,2,2,3,3,3,3,3,3
1635789806.4810433,"Kept their head down, Said ""huh"" and then moved forward enough that I thought they were trying to drive off the table",1,2,3,3,3,3,3,3
1635789901.1910942,"Said ""Hm"" as it rotated to the right, and then said ""Ah"" as it moved back over to the left",1,4,4,3,3,3,4,3
1635790050.8612382,"Said ""ah"" and then rotated to their left",2,3,4,2,3,3,4,3
1635790130.6009722,"Lifted their arms and moved gently to the right, Said ""ooh""",2,3,3,3,3,3,4,3
1635790226.4473965,"Lowered their arms, turned clockwise to be facing 10 o'clock, didn't say anything",2,3,3,2,3,3,3,3
1635790367.9591384,"Said ""Ah"" and then turned 90 degrees to the right",2,4,3,3,3,3,3,3
1635790458.6686547,"Said ""ah"" and then lifted their arms slightly",4,3,3,3,3,3,4,3
1635790527.6319172,"Seemed like it was struggling to lift their arms, that was all they did",3,3,3,3,3,3,3,3
1635790662.522971,Lowered their arms and looked up,3,3,4,3,3,4,3,3
1635790748.5451052,"Lifted their arms, looked down, and then moved forward a few inches. After moving, they lowered their arms",2,3,3,3,3,2,4,3
1635794771.4728274,Moving and tend to turn left ,2,2,3,3,3,3,2,3
1635794926.2852058,It is not moving. Looks like it is resisting to do something ,3,2,3,3,3,2,2,3
1635795137.2434382,It looks like it is delivering something and go back ,2,4,4,3,3,3,3,3
1635795301.5372345,It looks like it is raising something and show it to someone ,2,4,3,4,4,3,3,4
1635795468.2698503,It is like grabbing something and raise it up  ,2,4,3,3,3,3,2,3
1635795626.2165928,It is like taking something from and put it down ,2,4,3,3,4,4,3,3
1635795729.9365082,It is like moving something from one place to another ,3,3,3,2,2,3,2,3
1635795861.5654087,It is like delivering something and turn back ,3,2,3,3,3,4,3,3
1635796010.3992057,It looks like it got scared and stopped moving or something interrupted  ,3,2,3,3,3,2,3,3
1635796010.3992057,It looks like it got scared and stopped moving or something interrupted  ,3,2,3,3,3,2,3,3
1635796228.736599,It is like raising something and show it ,2,3,4,3,4,3,3,3
1635796353.2164402,It looks like it so excited to deliver something  ,2,3,3,4,4,4,3,4
1635796570.8571177,It is like delivering something ,3,2,3,3,3,3,3,3
1635796712.5072708,It is like bringing something and put it up and turn back ,3,4,3,4,4,4,3,3
1635796887.85083,It looks excited to carry something and take it somewhere ,2,3,3,4,3,3,3,4
1635797089.612856,It is raising something up ,2,4,3,3,5,4,3,4
1635797203.189262,It is taking something and drop it down,3,2,3,2,3,2,2,3
1635797303.2363777,It is not happy to raise something up and put it down ,3,2,1,2,1,3,2,2
1635871542.044509,the robot moved forward and lifted its arms,2,2,3,3,3,3,3,4
1635871713.5130284,the robot looked up moved forward lifted its arms slightly and then move its head back down,1,2,3,2,3,4,3,5
1635871832.8193178,"the robot moved its arms, looked up and made a noise",1,2,3,3,4,4,3,4
1635871926.9741702,it looked down moved its arms down and move forward and turned slightly towards the right,3,4,1,1,1,3,3,2
1635872040.6144571,the robot moved its arms down and looked up,1,2,3,2,3,4,3,5
1635872242.547086,The robot moved its head up,1,1,3,3,3,4,3,5
1635872328.7696748,the robot move forward a bit moved its arms up and down and said two utterances like ah and ehh,4,4,4,3,2,3,3,3
1635872517.926105,the robot moved forward saying something ,3,4,2,3,2,3,2,2
1635872629.4868207,the robot looked up and raised its arms up,1,2,2,3,4,4,3,5
1635872702.0811296,drove forward and to its left and move its arms down,3,4,2,3,2,3,2,2
1635872820.8833628,the robot moved forward while lifting its arms up and made an alarmed sound,5,2,3,3,2,2,4,3
1635872899.732838,"moved forward, lowered its arms and head, then looked up",1,1,3,3,3,4,3,4
1635872997.0315285,move forward looked up then looked down while it turned to the its right,2,2,2,2,3,3,2,3
1635873152.9266446,"looked down, narrowed its eye and move forward",3,2,2,1,3,2,3,5
1635873273.916212,moved its arms up and made a noise,3,4,1,2,3,3,3,4
1635873509.7857304,the robot moved to its right and looked up,1,2,3,3,3,3,3,4
1635873648.2912703,the robot moved forward and raised its arms up,1,5,4,5,4,4,3,3
1635873720.1182044,raised its arms and head up slightly,2,2,3,3,3,3,3,4
1635873851.954581,the robot looked down lowered its arms then moved to its left while saying ah,3,5,4,4,3,4,3,3
1635874003.6455429,the robot moved forward and lifted its arms up,2,2,3,3,3,4,3,3
1636135134.4690976,"he moved around in a half circle, said something like ""uhh sir"" and put his lifty thingy up",3,3,3,2,3,3,3,3
1636135134.4690976,"he moved around in a half circle, said something like ""uhh sir"" and put his lifty thingy up",3,3,3,2,3,3,3,3
1636135263.5991435,"hw moved toward me, said oh, and lifted his lifty thingy high above his head. ",2,3,3,3,4,3,3,3
1636135350.5921319,he just lifts up his lifty thingy.,3,3,3,3,4,3,3,3
1636135506.5311143,he goes in a half circle and lowers his head like he did something wrong. ,3,3,3,2,3,2,3,3
1636135691.153273,he just lowered his head. ,3,3,3,2,3,2,3,3
1636135945.0684671,He said hmm and raised his arms. ,2,4,3,3,3,3,4,3
1636136076.4293218,he didnt say anything and raised his arms as if he was sorry. ,3,3,3,1,3,2,3,3
1636136151.1669078,hes raising his head ever so slightly. ,3,3,3,3,4,3,3,3
1636136312.2496495,all he did was move around. Not sure what i was supposed to see there. ,3,3,3,3,3,3,3,3
1636136418.5302458,"he just moved forward. He didnt really have very many emotions imo, maybe interest. ",2,3,3,3,3,3,3,3
1636136489.923293,he moved in a half circle and lifted his lifty thingy. ,3,2,3,3,4,3,2,3
1636136564.1157448,he moved in a half circle and said oh. ,3,5,3,3,3,3,3,3
1636136688.709265,he moved forward and looked up. ,2,3,4,4,4,4,3,3
1636136746.245285,he just moved forward. ,3,3,3,3,3,3,2,3
1636136819.072025,"he just lowered his head a bit, almost like hes guilty of something. ",3,3,3,2,3,2,3,3
1636136914.6546113,he just raised his head. ,1,3,3,3,3,4,3,4
1636136974.6148179,he turned away like he was sad. ,3,3,2,1,2,3,3,3
1636137037.7433581,he raised his lifty thingy a tiny bit. ,3,3,3,3,3,3,3,4
1636137097.2316856,"he raised his lifty thingy above his head, and said ""mmm""",1,4,4,4,3,3,3,3
1636137171.7363338,he put his head down like he was sad but also moved toward me. ,3,3,3,1,3,4,3,4
1636137243.384552,"he raised his head, moved forward, and then lowered it again. ",3,3,4,3,4,5,3,3
1636137410.8334672,he raises and lowers his head if i replay the behavior.,2,3,3,3,4,4,2,3
1636137563.6290185,"he lowered his head, and lifted his lifty-thingy. He also made an inaudible noise. ",3,2,3,3,3,3,2,2
1636569793.6548412,"The robot made a noise, raised its arm and head and then turned 90 degrees clock-wise then lowered its arm and head and turned about 45 degrees clock-wise and made another noise.",2,3,2,3,2,2,1,3
1636570034.233964,Cosmo lowered his arm and head slowly and then raised his head and arm back up,2,2,3,3,3,1,3,4
1636570155.3558366,"Cosmo moved his arm and head down slowly. I tried to replay the simulation, but he didn't reset his position, so I was unable to.",3,2,3,1,3,2,3,3
1636570266.8696775,"Cosmo raised his head and arm, moved forward slightly and then lowered his head and arm slightly and made a noise and moved slightly to the right.",2,1,3,3,2,3,1,3
1636570370.2862668,Cosmo lowered his head and arm slightly aggressively.,4,2,2,3,2,2,3,2
1636570439.8199644,Cosmo lifted his head and arm and his eyes went flat. He then moved toward me slightly and lowered his head and arm.,2,3,3,2,3,4,3,4
1636570529.1158645,Cosmo moved forward quite a bit and made a noise. He then turned counter-clockwise and raised his arm up,1,2,2,3,3,4,3,4
1636570662.6146927,"Cosmo lowered his head and moved forward then stopped, raised his head slowly and turned clock-wise slightly.",1,2,3,4,3,4,4,4
1636570784.9716265,Cosmo moved his head up and moved forward and turned counter-clockwise slightly. He then stopped and lowered his head.,1,2,4,3,3,4,3,4
1636570890.9128292,Cosmo lowered his head so that he was looking at the ground.,3,2,3,1,3,2,2,3
1636570954.8413706,Cosmo moved forward and clock-wise slightly and raised his arm,1,3,3,5,4,4,3,4
1636571024.0120068,Cosmo moved forward just a small amount while turning clock-wise a small amount and he lowered his arm,2,4,2,1,3,2,2,3
1636571142.159265,Cosmo moved forward and raise his arm. He also spun clockwise almost 90 degrees and then lowered his arm.,3,2,1,2,2,2,3,2
1636571251.1285179,"Cosmos lowered his arm and his eyes got circular, then he turned counter-clockwise, made a noise, and raise his arm",4,2,2,3,2,3,2,2
1636571379.6850977,Cosmo lowered his head and made a quick noise and moved forward and raise his head back up.,1,4,3,2,3,5,3,4
1636571484.8339648,Cosmo lowered his head and he made a strange noise.,3,2,3,1,3,3,3,3
1636571617.7496865,Cosmo made a machine sound as if he was trying to do something but was unable to.,3,3,3,3,3,3,3,3
1636650483.889837,"The robot raised up the ""arms"" . No obvious change in eyes
",4,3,3,3,3,3,3,3
1636650785.2471087,"the robot put down the ""arms""",3,3,5,3,3,3,3,3
1636650859.5658414,Eyes became one line. said ah loudly,4,3,3,3,2,3,3,3
1636651022.1448903,Raised up head. Arms didn't move up,2,3,3,4,3,4,3,4
1636651118.668971,Arms raised up quickly. Moved forward in a long distance with a sound in alarm,5,3,3,3,2,3,3,3
1636651226.5628672,Turned right in 90 degrees with a sound.,1,2,3,3,3,3,3,4
1636651316.9057596,Head down with a different sound. Arms up a little. ,3,3,3,1,3,3,3,3
1636651525.1748989,Raised up head. Arms are still. ,1,3,3,4,3,4,3,5
1636651757.931639,"eyes in a line saying ""hello""",3,3,3,5,3,3,3,3
1636651823.8926218,Moved forward in a normal speed. Then put arms up in the middle,3,3,3,3,4,4,3,4
1636651922.26573,put down arms completely,3,5,5,3,3,3,3,3
1636651971.5592554,Turned around saying few words in a up tone. ,2,3,3,5,3,3,3,3
1636652054.5691261,Turned around with arms up a little and head down. Spoke in a joying mood ,3,3,3,5,3,3,3,4
1636652182.218864,Arms down to ground completely ,3,3,5,3,4,3,3,3
1636652260.0761042,"Eye becomes round. No move at all. Sounds like ""yeah""",3,3,4,5,5,3,3,3
1636652392.7933373,Arms and head up simultaneously in normal speed and stopped in the middle ,3,3,3,3,4,4,3,4
1636652468.9858677,arms up a bit,3,2,3,3,3,3,3,3
1636652566.4709556,heads down a lot looking down to ground,3,3,3,1,3,2,3,3
1636665046.2628217,"it moved to the left, and lifted its head up and down.  ",2,5,2,3,2,3,4,2
1636665216.875351,"It moved to the left first and then to the right. It made a sound while turning left. at the same time, it lifted its lift up and down while moving. ",1,3,3,4,3,4,4,4
1636665320.1009822,"It moved forward for a while and then it turned right. While turning right, it lifted its lift. ",2,5,3,5,3,4,3,4
1636665436.7989087,It looked up.  The movements of its eyes reminded me of scrutiny.,1,4,3,4,4,4,4,3
1636665546.38313,"It lifted the lift all the way up and then it turned left. After the turn was complete, it lowered the lift.  ",4,4,3,3,4,3,4,3
1636665712.3551085,"It moved forward, then looked up and lifted the lift. It made a sound while it was lifting the lift and blinked.",2,2,3,2,3,2,2,3
1636665807.2689068,"It curved left. It didn't lift the lift, nor make sounds, nor move its head. ",3,4,3,4,3,4,4,3
1636665932.559755,"It moved forward slightly and made a sound. The sound made me think of someone asking me ""are you ready?"" as in "" ready to go somewhere"".",2,4,3,3,3,4,2,3
1636666047.6931012,It lifted its lift and its head as to offer something to someone taller.,2,4,3,4,4,4,3,4
1636666392.0842166,It lifted its lift back down and looked perplexed. ,4,2,2,3,3,2,4,2
1636666458.5715365,"It turned left and right, lifting its lift and making two different sounds. ",4,2,2,3,2,2,3,3
1636666557.205836,"It turned left and, at the end of the turn, it looked up. While turning left, it made a sound.",2,2,3,3,3,4,2,3
1636666644.1525166,"It lifted the lift and turned left. At the same time, it made a sound that seemed to me like it said ""Hey Zach!"" and then, it squinted its eyes. ",5,3,2,3,1,3,3,2
1636666779.027147,"It said "" Aah"" while it moved forward and then it looked up.",1,5,5,4,4,3,4,3
1636666861.9781182,"It lifted the lift, then turned left and then lowered the lift. ",2,2,3,4,2,2,3,3
1636666945.722215,It lifted the lift and squinted its eyes as to look confused. ,5,1,3,2,2,2,3,3
1636739251.0569746,Cozmo turned his head up in an interested and somewhat confused manner like a toddler of some kind.,2,2,3,3,3,3,3,3
1636739484.2996557,"The robot looked down at something and made a confused expression with its eyes and handlebar like a shrug, making a confused noise as well.",2,2,2,3,3,3,4,3
1636739631.933714,Cozmo looked up in a curious manner like he was interested in something and wanted to know what it was.,2,2,3,3,3,3,3,3
